"Import_date";"1C_ID_OBJECT";"1C_ID_PODR";"1C_ID_CONTR";"1C_ID_LOT";"DocID";"DocDescription";"InternalID";"CreationDate";"DocNumber";"KrState";"KrStateID";"CONTRID";"CONTR";"KindID";"KindName";"Name";"ObjectID";"ObjectName";"Lot"
14.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;4cb920ca-b0cf-11f0-a55a-005056026d24;098a6250-16f6-11f1-a55c-005056026d24;;8daae3a5-3789-4502-bda0-7ada6c9c508f;№Подл. ЦП-1 от 13.03.2026 Комплект ИД;№Подл. ЦП-1;27.03.2026 03:00:00;93;Согласован;2;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Устройство бетонной подливки и заделка швов цокольных панелей в осях 1-9 / А-Ж;28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;
14.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;4cb920ca-b0cf-11f0-a55a-005056026d24;098a6250-16f6-11f1-a55c-005056026d24;;1f3c5aa6-f3a9-411a-a57f-7c6405d26171;№АнКор-1 от 13.03.2026 Комплект ИД;№АнКор-1;27.03.2026 03:00:00;92;Согласован;2;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Нанесение антикоррозионной защиту закладных деталей при монтаже цокольных панелей в осях 1-9 / А-Ж;28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;
14.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;4cb920ca-b0cf-11f0-a55a-005056026d24;098a6250-16f6-11f1-a55c-005056026d24;;9226fb13-e93b-4fc1-9af6-be5b7ae9d2c2;№ЦП-1 от 13.03.2026 Комплект ИД;№ЦП-1;27.03.2026 03:00:00;91;Согласован;2;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Монтаж цокольных панелей в осях 1-9 / А-Ж;28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;2b696512-d445-11f0-a55a-005056026d24;f26acbaf-d445-11f0-a55a-005056026d24;;06418f59-c552-4c17-beaf-8071e3ee0db6;;№2;27.03.2026 03:00:00;90;Отмена;5;1b516353-25c9-4fc8-ad82-d7b0a893dc3a;М2 ИНЖИНИРИНГ ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Исполнительная документация по колоннам;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;6293853e-0688-11f1-a55c-005056026d24;a695351d-0688-11f1-a55c-005056026d24;;d76a9437-83b0-4c7e-87c1-d7ae41c892da;3/Е5/А/КЖ4 от 27.03.2026 Комплект ИД;3/Е5/А/КЖ4;27.03.2026 03:00:00;89;На согласовании;1;57ce9bed-d183-4216-8eaf-e878da5caec2;ПРОФИ СТРОЙ ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;6293853e-0688-11f1-a55c-005056026d24;a695351d-0688-11f1-a55c-005056026d24;;ad2c3909-40e9-4315-b6f6-b3f2c9541fb9;2/Е5/А/КЖ4 от 27.03.2026 Комплект ИД;2/Е5/А/КЖ4;27.03.2026 03:00:00;88;На согласовании;1;57ce9bed-d183-4216-8eaf-e878da5caec2;ПРОФИ СТРОЙ ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Подливка баз колон-фундаментов в осях 2/Б-Д/1 на отм. -2.950. Блок А;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;6293853e-0688-11f1-a55c-005056026d24;a695351d-0688-11f1-a55c-005056026d24;;32f0fb54-9795-4939-b40e-d47de89f873d;1/Е5/А/КЖ4 от 27.03.2026 Комплект ИД;1/Е5/А/КЖ4;27.03.2026 03:00:00;87;На согласовании;1;57ce9bed-d183-4216-8eaf-e878da5caec2;ПРОФИ СТРОЙ ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Монтаж колон-фундаментов в осях 2/Б-Д/1 с отм. -2.950 до отм. +9.350. Блок А;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;cd482ca4-c072-11f0-a55a-005056026d24;d3a8434a-c072-11f0-a55a-005056026d24;;757b980f-1483-4171-9ced-eb3f2213f637;2 от 26.03.2026 Комплект ИД;2;26.03.2026 03:00:00;86;Согласован;2;0d9a4788-df37-4fc7-af66-298e4c71b06f;СК СТРОЙМОНТАЖ ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;2b696512-d445-11f0-a55a-005056026d24;f26acbaf-d445-11f0-a55a-005056026d24;;fcdfdb97-b75b-4d5f-9291-a5bd451c65a0;;№1;26.03.2026 03:00:00;85;Отмена;5;1b516353-25c9-4fc8-ad82-d7b0a893dc3a;М2 ИНЖИНИРИНГ ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Исполнительная документация по фундаментам;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;1244aa21-d445-11f0-a55a-005056026d24;696547a0-d4e0-11f0-a55a-005056026d24;;deb17fd9-8e56-42d0-ae65-de8302e0e697;1-КЖ1-Е от 26.01.2026 Комплект ИД;1-КЖ1-Е;26.03.2026 03:00:00;84;Проект;0;68aed029-efce-4947-92db-4ccec28916cd;БИ ТУ БИ КОНСТРАКШЕН ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Конструкции железобетонные. Фундаменты. Блок Е.;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;;;;9cec36ec-4f0e-4964-9031-2943d8ffefdf;43 от 23.03.2026 Предписания;43;24.03.2026 03:00:00;83;Проект;0;54165605-f641-4ce8-9f2f-1814e95a755f;"ООО ""Стройтраст""";347986da-8964-4307-8973-28c22842005c;Предписания;;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;;;;1d9cf500-08cf-46b2-a129-c676b5109933;42 от 23.03.2026 Предписания;42;24.03.2026 03:00:00;82;Проект;0;54165605-f641-4ce8-9f2f-1814e95a755f;"ООО ""Стройтраст""";347986da-8964-4307-8973-28c22842005c;Предписания;откачка воды;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;;;;bc089222-e758-4fa1-b6c0-f3734a971f3e;41 от 18.03.2026 Предписания;41;24.03.2026 03:00:00;81;Проект;0;54165605-f641-4ce8-9f2f-1814e95a755f;"ООО ""Стройтраст""";347986da-8964-4307-8973-28c22842005c;Предписания;водопонижение;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;cd482ca4-c072-11f0-a55a-005056026d24;d3a8434a-c072-11f0-a55a-005056026d24;;8c17c16c-d3fa-47bf-8a24-2f626c9141f1;2 от 23.03.2026 Комплект ИД;2;23.03.2026 03:00:00;80;Проект;0;0d9a4788-df37-4fc7-af66-298e4c71b06f;СК СТРОЙМОНТАЖ ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;4cb920ca-b0cf-11f0-a55a-005056026d24;931e3e30-b0cf-11f0-a55a-005056026d24;;d200a0ce-4aa9-4a29-baf5-a8483bf9afc6;ХСА-69 от 18.03.2026 Предписания;ХСА-69;19.03.2026 03:00:00;79;Проект;0;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;347986da-8964-4307-8973-28c22842005c;Предписания;"Материалы, применяемые при строительстве (Металлоконструкции Блока А, профилированные листы Н114-750-1.0, арматура А500) складированы с нарушением правил хранения. ";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;6293853e-0688-11f1-a55c-005056026d24;;;1dbca0be-a0f7-4c9c-87c9-a6b2cba0645b;40 от 16.03.2026 Предписания;40;16.03.2026 03:00:00;78;На ознакомлении;12;57ce9bed-d183-4216-8eaf-e878da5caec2;ПРОФИ СТРОЙ ООО;347986da-8964-4307-8973-28c22842005c;Предписания;;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;6293853e-0688-11f1-a55c-005056026d24;a695351d-0688-11f1-a55c-005056026d24;;8e8eb840-b745-4e82-856f-780431829495;1/Е5/А/КЖ1 от 12.03.2026 Комплект ИД;1/Е5/А/КЖ1;12.03.2026 03:00:00;77;На подписании;10;57ce9bed-d183-4216-8eaf-e878da5caec2;ПРОФИ СТРОЙ ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Котлованы под фундаменты. Раздел КЖ1;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;6293853e-0688-11f1-a55c-005056026d24;;;9d467b28-ed7d-48f9-93cd-ce62b642ff1c;39 от 11.03.2026 Предписания;39;11.03.2026 03:00:00;76;Проект;0;57ce9bed-d183-4216-8eaf-e878da5caec2;ПРОФИ СТРОЙ ООО;347986da-8964-4307-8973-28c22842005c;Предписания;;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;6293853e-0688-11f1-a55c-005056026d24;;;5b4f37d4-08a4-46da-8bea-b7cd25800fa7;39 от 11.03.2026 Предписания;39;11.03.2026 03:00:00;75;Снято;13;57ce9bed-d183-4216-8eaf-e878da5caec2;ПРОФИ СТРОЙ ООО;347986da-8964-4307-8973-28c22842005c;Предписания;;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
